,자재,기말 재고 수량,기말 재고 금액,자재 내역,특별 재고,저장 위치,배치,단가,유효기간,남은일,유효기한구간,3평판,_mat_key,원가율,대분류,소분류,평판 * 1.38배,출하원가,출하판가,판가,who,26_1,26_2,26_3,26_4,26_5,26_6,26_7,26_8,26_9,26_10,26_11,26_12,27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_10,27_11,27_12,28_1,28_2,28_3,28_4,28_5,28_6,28_7,28_8,28_9,28_10,28_11,28_12,부진재고량,부진재고진입시점,부진재고진입분기,회전월
571,9313028,2046,6870963.999999999,이지듀멜라비토닝글로우커버팩트19호페어(리필)19g,,5000,ALA,3358.2424242424236,2099-12-31,974,1년 이상,967,9313028,0.1883725271127997,글로우커버팩트,리필19호,0,0,0,36475403.84636654,자사,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,6870963.999999999,0,0,0,0
572,9313029,9793,32783039.999999993,이지듀멜라비토닝글로우커버팩트21호내추럴(리필)19g,,5000,ELA,3347.599305626467,2099-12-31,991,1년 이상,5272.666666666667,9313029,0.18603380580616483,글로우커버팩트,리필21호,0,0,0,176220874.7917451,자사,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,32783039.999999993,0,0,0,0
573,9313030,2539,8514482,이지듀멜라비토닝글로우커버팩트23호베이지(리필)19g,,5000,CMA,3353.4785348562427,2099-12-31,1013,1년 이상,1222.333333333333,9313030,0.18484630564818483,글로우커버팩트,리필23호,0,0,0,46062494.83939097,자사,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,8514482,0,0,0,0
574,9313042,6,19040,이지듀멜라글로우쿠션블러셔7g레드,,5000,K24Y001,3173.3333333333335,2099-12-31,988,1년 이상,2415,9313042,0.2,신제품,신제품,0,0,0,95200,자사,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,19040,0,0,0,0
575,9313046,142,491504,이지듀멜라비토닝앰플파운데이션19호페어,,5000,AMA,3461.2957746478874,2099-12-31,1004,1년 이상,432.5,9313046,0.2,신제품,신제품,0,0,0,2457520,자사,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,491504,0,0,0,0
576,9313047,30,103838,이지듀멜라비토닝앰플파운데이션21호내추럴,,5000,AMA,3461.266666666667,2099-12-31,1005,1년 이상,1437,9313047,0.2,신제품,신제품,0,0,0,519190,자사,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,103838,0,0,0,0
577,9313048,25,83550,이지듀멜라비토닝앰플파운데이션22호라이트베이지,,5000,AMA,3342,2099-12-31,,미상,504.5,9313048,0.2,신제품,신제품,0,0,0,417750,자사,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,83550,0,0,0,0
578,9313049,66,228445,이지듀멜라비토닝앰플파운데이션23호베이지,,5000,AMA,3461.287878787879,2099-12-31,1004,1년 이상,407,9313049,0.2,신제품,신제품,0,0,0,1142225,자사,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,228445,0,0,0,0
579,9313092,18676,34682183,이지듀멜라오버나이트멜팅크림10g,,5000,VLA,1857.045566502463,2099-12-31,975,1년 이상,146,9313092,0.23497575679450491,멜라(캡슐크림),멜라(캡슐크림),0,0,0,147598984.13831204,자사,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,34682183,0,0,0,0
580,9313093,19393,30756409,이지듀멜라토닝원데이앰플5ml,,5000,EGA,1585.954158717063,2099-12-31,860,1년 이상,146,9313093,0.20142779598997623,원데이앰플,기타,0,0,0,152691980.016157,자사,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,30756409,0,0,0,0
581,9313100,9066,35024796.1305212,이지듀RX포스트레이저미스트50ML,T,5000,AKA,3863.313052120141,2099-12-31,964,1년 이상,1019.666666666667,9313100,0.22091196548861122,기타,기타,0,0,0,158546396.7651261,자사,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,35024796.1305212,0,0,0,0
582,9313115,499,5379647,[직영몰]기미팩트스페셜기획세트23호베이지(구),,5000,D251015008,10780.855711422846,2099-12-31,513,1년 이상,0,9313115,1.24750289338192,임가공,임가공,0,0,0,4312332.2827861635,자사,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,5379647,0,0,0,0
583,9313116,242026,405296912.0071235,이지듀포스트레이저이지에프크림40ml(HS),T,6040,EK001,1674.6007123495965,2099-12-31,971,1년 이상,57285.33333333334,9313116,0.22091196548861122,기타,기타,0,0,0,1834653506.027576,자사,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,405296912.0071235,0,0,0,0
584,9313117,25922,61026239.99999999,이지듀포스트레이저이지에프크림75ml,W,5000,EK004,2354.2257541856334,2099-12-31,981,1년 이상,2659.666666666667,9313117,0.22091196548861122,기타,기타,0,0,0,276246874.4733798,자사,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,61026239.99999999,0,0,0,0
585,9313118,3744,15320501,이지듀이지에프골든엘릭서15ml,,5000,EK001,4092.014155982906,2099-12-31,970,1년 이상,282.6666666666667,9313118,0.21177734724615158,멜라(기타),멜라(기타),0,0,0,72342491.7689274,자사,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,15320501,0,0,0,0
586,9313119,134760,175528984.30307975,이지듀이지에프골든엘릭서4ml(HS),,6040,EK001,1302.5303079777364,2099-12-31,970,1년 이상,28845.33333333333,9313119,0.21177734724615158,멜라(기타),멜라(기타),0,0,0,828837392.5992194,자사,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,175528984.30307975,0,0,0,0
587,9313130,5386,12208217,이지듀이지에프쓰리디볼류밍립글로스4.4g레드,O,5000,BLA,2266.65744522837,2099-12-31,983,1년 이상,1723.5,9313130,2.0725821765726584,멜라(립),멜라(립),0,0,0,5890341.593204383,자사,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,12208217,0,0,0,0
588,9313134,19933,77071790,이지듀10ppm마이크로샷2700(2개입)_스몰랩,,5000,25I012,3866.542417097276,2028-09-16,920,1년 이상,20,9313134,0.22091196548861122,기타,기타,6.486,25078.39411729293,113522.11756309691,348880106.2881916,자사,77046711.6058827,77021633.21176541,76996554.81764811,76971476.42353082,76946398.02941352,76921319.63529623,76896241.24117893,76871162.84706163,76846084.45294434,76821006.05882704,76795927.66470975,76770849.27059245,76745770.87647516,76720692.48235786,76695614.08824056,76670535.69412327,76645457.30000597,76620378.90588868,76595300.51177138,76570222.11765409,76545143.72353679,76520065.3294195,76494986.9353022,76469908.5411849,76444830.1470676,76419751.75295031,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,76394673.35883301,2028-03-16,28년 1Q,3073.234659266112
589,9313169,47,222919,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML단품,,5000,D251029001,4742.95744680851,2028-09-11,915,1년 이상,0,9313169,1.24750289338192,임가공,임가공,0.414,1963.5843829787232,1574.0118867825154,178692.17072168656,자사,220955.41561702127,218991.83123404253,217028.2468510638,215064.66246808507,213101.07808510633,211137.4937021276,209173.90931914886,207210.32493617013,205246.7405531914,203283.15617021266,201319.57178723393,199355.9874042552,197392.40302127646,195428.81863829773,193465.234255319,191501.64987234026,189538.06548936153,187574.4811063828,185610.89672340406,183647.31234042533,181683.7279574466,179720.14357446786,177756.55919148913,175792.9748085104,173829.39042553166,171865.80604255293,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,169902.2216595742,2028-03-11,28년 1Q,113.5265700483092
590,9313188,19533,18712460,이지듀포스트레이저이지에프크림5ml,,5000,EK005,957.9921159064148,2099-12-31,616,1년 이상,5877,9313188,0.23497575679450491,멜라(캡슐크림),멜라(캡슐크림),0,0,0,79635704.78619522,자사,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,18712460,0,0,0,0
591,9313189,47866,12146932,이지듀멜라비토닝글로우커버팩트19호페어(블리스터)0.5g,,5000,BLA,253.769523252413,2099-12-31,981,1년 이상,0,9313189,0.2,신제품,신제품,0,0,0,60734660,자사,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,12146932,0,0,0,0
592,9313190,75,612036,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,T,5000,D260107002,8160.48,2028-09-03,907,1년 이상,68,9313190,1.24750289338192,임가공,임가공,0.414,3378.4387199999996,2708.1610294635993,490608.88214920287,자사,608657.56128,605279.12256,601900.6838400001,598522.2451200001,595143.8064000001,591765.3676800001,588386.9289600002,585008.4902400002,581630.0515200002,578251.6128000002,574873.1740800003,571494.7353600003,568116.2966400003,564737.8579200003,561359.4192000004,557980.9804800004,554602.5417600004,551224.1030400004,547845.6643200004,544467.2256000005,541088.7868800005,537710.3481600005,534331.9094400005,530953.4707200006,527575.0320000006,524196.5932800006,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,520818.15456000064,2028-03-03,28년 1Q,181.1594202898551
593,9313286,10,99151,[판촉몰]디더블유이지에프더마톡스니들샷(40mg*2ea)*2박스+롤러대,W,,D251031003,9915.1,2099-12-31,,미상,78,9313286,1.24750289338192,임가공,임가공,0,0,0,79479.57517854442,자사,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,99151,0,0,0,0
594,9313300,37343,9462510,이지듀멜라비토닝글로우커버팩트21호내추럴(블리스터)0.5g,,5000,DLA,253.39447821546207,2099-12-31,981,1년 이상,0,9313300,0.2,신제품,신제품,0,0,0,47312550,자사,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,9462510,0,0,0,0
595,9313301,47084,11930826,이지듀멜라비토닝글로우커버팩트23호베이지(블리스터)0.5g,,5000,BLA,253.3944864497494,2099-12-31,981,1년 이상,0,9313301,0.2,신제품,신제품,0,0,0,59654130,자사,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,11930826,0,0,0,0
596,9313345,6040,14551884.999999998,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),T,6040,D251118001,2409.252483443708,2099-12-31,240,6~12달,32848.33333333334,9313345,1.24750289338192,임가공,임가공,0,0,0,11664810.620639557,자사,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,14551884.999999998,0,0,0,0
597,9313448,357,3061068,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),T,5000,D251230001,8574.420168067227,2099-12-31,511,1년 이상,183,9313448,1.24750289338192,임가공,임가공,0,0,0,2453756.2327423487,자사,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,3061068,0,0,0,0
598,9313514,197,1422824.0000000002,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,T,5000,D260105003,7222.456852791879,2099-12-31,333,6~12달,116,9313514,1.24750289338192,임가공,임가공,0,0,0,1140537.6352617452,자사,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,1422824.0000000002,0,0,0,0
599,9313515,218,1560572,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,T,5000,D260126003,7158.587155963302,2099-12-31,548,1년 이상,663.5,9313515,1.24750289338192,임가공,임가공,0,0,0,1250956.61763907,자사,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,1560572,0,0,0,0
600,9313516,202,1453076.9999999995,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,T,5000,D260126004,7193.450495049503,2099-12-31,464,1년 이상,114,9313516,1.24750289338192,임가공,임가공,0,0,0,1164788.4808192933,자사,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,1453076.9999999995,0,0,0,0
601,9313770,168,1419525.0000000005,[세트]매트팩트23호(19g)+글로우로즈립(카카오),T,5000,D251204002,8449.553571428574,2099-12-31,513,1년 이상,21,9313770,1.24750289338192,임가공,임가공,0,0,0,1137893.1524172556,자사,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,1419525.0000000005,0,0,0,0
602,9313771,230,1977264.9999999995,[세트]앰플쿠션23호(15g)+글로우 로즈립(카카오),T,5000,D251204003,8596.804347826084,2099-12-31,384,1년 이상,52,9313771,1.24750289338192,임가공,임가공,0,0,0,1584978.2878176174,자사,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,1977264.9999999995,0,0,0,0
603,9313773,300,240300,멜라_비타앰플클렌저_200ml(인도네시아)_V2,,5000,,801,2099-12-31,,미상,0,9313773,0.22091196548861122,기타,기타,0,0,0,1087763.6232537539,자사,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,240300,0,0,0,0
604,9313775,750,524250,멜라_비타앰플클렌저_30ml(인도네시아)_V2,,5000,,699,2099-12-31,,미상,0,9313775,0.22091196548861122,기타,기타,0,0,0,2373117.267959969,자사,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,524250,0,0,0,0
605,9313776,979,626560,멜라_토닝원데이앰플_15ml(인도네시아)_V2,,5000,,640,2099-12-31,,미상,0,9313776,0.22091196548861122,기타,기타,0,0,0,2836242.9287801585,자사,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,626560,0,0,0,0
606,9313777,400,266400,멜라_토닝원데이앰플_30ml(인도네시아)_V2,,5000,,666,2099-12-31,,미상,0,9313777,0.22091196548861122,기타,기타,0,0,0,1205910.234019143,자사,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,266400,0,0,0,0
607,9313778,1,3364,[세트]베리어리페어크림30g+슬리브,,5000,D251204001,3364,2099-12-31,813,1년 이상,999,9313778,1.24750289338192,임가공,임가공,0,0,0,2696.586932059419,자사,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,3364,0,0,0,0
608,9313807,11293,16679237,이지듀피디알엔이지에프토닝세럼마스크120g*7매입(JP),,6010,0502FB,1476.953599574958,2099-12-31,1059,1년 이상,0,9313807,,미분류,미분류,0,0,,,자사,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,16679237,0,0,0,0
609,9313808,6448,7941450,이지듀비타피디알엔18토닝세럼(1ml*7ea/JP),,7060,AAB,1231.6144540942928,2099-12-31,1046,1년 이상,0,9313808,,미분류,미분류,0,0,,,자사,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,7941450,0,0,0,0
610,9313816,3864,72475597.00000001,[세트]이지듀멜라스킨케어기프트6종기획세트(26년설),T,5000,EGA,18756.62448240166,2099-12-31,860,1년 이상,1377,9313816,,미분류,미분류,0,0,,,자사,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,72475597.00000001,0,0,0,0
611,9313818,1444,35472707,[세트]이지듀리프트코어이펙트6종스킨케어세트(26년설),T,5000,DBA,24565.586565096954,2099-12-31,716,1년 이상,257,9313818,,미분류,미분류,0,0,,,자사,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,35472707,0,0,0,0
612,9313872,21,95555,[임가공][판촉몰] 미니쇼핑백2024+원데이앰플12ml,,5000,D251218001,4550.238095238095,2099-12-31,540,1년 이상,1779,9313872,1.24750289338192,임가공,임가공,0,0,0,76597.01673392918,자사,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,95555,0,0,0,0
613,9313940,8,253847,[세트]기미앰플30ML*6세트(26신년),,5000,D260106001,31730.875,2099-12-31,804,1년 이상,982,9313940,,미분류,미분류,0,0,,,자사,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,253847,0,0,0,0
614,9313942,652,19878637,[세트]이지듀항산화*4세트(26신년),,5000,D260105006,30488.707055214723,2099-12-31,716,1년 이상,328,9313942,,미분류,미분류,0,0,,,자사,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,19878637,0,0,0,0
615,9313943,2,44225,[세트]부스터샷6입(본품3+리필3)(26신년),,5000,D260223001,22112.5,2099-12-31,915,1년 이상,320,9313943,,미분류,미분류,0,0,,,자사,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,44225,0,0,0,0
